Meld,Quantity,Price,Total,Description,Creation Date,Unit,Property Name,Address line 1,City,State,Postal code
,1.00,310.00,310.0000,Supplies,,5,,4730 Southern Parkway - 5,Louisville,KY,40214
,1.00,65.00,65.0000,Al 03/2/23,,5,,4730 Southern Parkway - 5,Louisville,KY,40214
TGTGPNCB,,,352.00,,02/27/2023 22:02,7,,4728 Southern Parkway - 7,Louisville,KY,40214
,2.50,65.00,162.5000,Finished all repairs for section8,,7,,4728 Southern Parkway - 7,Louisville,KY,40214
,2.50,25.00,62.5000,2nd tech's labor,,7,,4728 Southern Parkway - 7,Louisville,KY,40214
,1.00,127.00,127.0000,Supplies,,7,,4728 Southern Parkway - 7,Louisville,KY,40214
TKXBQD6,,,216.50,"Materials include electrical tape, trash bags, etc.",02/27/2023 23:06,1,,1744 Dixdale Avenue,Louisville,KY,40210
,5.00,5.00,25.0000,Switches,,1,,1744 Dixdale Avenue,Louisville,KY,40210
,1.00,4.00,4.0000,Switch cover,,1,,1744 Dixdale Avenue,Louisville,KY,40210
,2.50,65.00,162.5000,Breaker was loose and aged.  Replaced breaker.  Did not correct issue.   Started pulling switches to check wiring. Switches were out of date.  Replaced switches with new.   Checked dimmer switch in dining area. Found wire that was exposed and shorting out to metal box.  Replaced dimmer with common switch. Taped exposed wires with electrical tape.  Tested circuit after repairs.  Breaker no longer trips.,,1,,1744 Dixdale Avenue,Louisville,KY,40210
,1.00,5.00,5.0000,Double switch cover,,1,,1744 Dixdale Avenue,Louisville,KY,40210
,1.00,15.00,15.0000,15amp breaker,,1,,1744 Dixdale Avenue,Louisville,KY,40210
,1.00,5.00,5.0000,Materials,,1,,1744 Dixdale Avenue,Louisville,KY,40210
TJCCTGG,,,65.00,,02/28/2023 07:04,1,,4910 Garden Green Way,Louisville,KY,40218
,1.00,65.00,65.0000,Estimate,,1,,4910 Garden Green Way,Louisville,KY,40218
TQBAKNGB,,,65.00,,02/28/2023 09:05,2,,2613 West Main Street - 2,Louisville,KY,40212
,1.00,65.00,65.0000,Labor,,2,,2613 West Main Street - 2,Louisville,KY,40212
TQWV7XKB,,,80.00,,02/28/2023 09:56,2,,607 West Saint Catherine Street - 2,Louisville,KY,40203
,1.00,15.00,15.0000,Materials,,2,,607 West Saint Catherine Street - 2,Louisville,KY,40203
,1.00,65.00,65.0000,Treated mold no leaks found in unit,,2,,607 West Saint Catherine Street - 2,Louisville,KY,40203
T5X16LGB,,,110.00,,02/28/2023 10:10,1,,607 West Saint Catherine Street - 1,Louisville,KY,40203
,1.00,45.00,45.0000,Materials,,1,,607 West Saint Catherine Street - 1,Louisville,KY,40203
,1.00,65.00,65.0000,Installed board over crawl space,,1,,607 West Saint Catherine Street - 1,Louisville,KY,40203
TBQLCMN,,,160.00,,02/28/2023 13:06,3,,1035 Baxter Ave - 3,Louisville,KY,40204
,1.00,30.00,30.0000,"Materials include paper towels, garbage bags, etc.",,3,,1035 Baxter Ave - 3,Louisville,KY,40204
,2.00,65.00,130.0000,Removed standing water in kitchen sink. Snaked multiple times to end of snake.   Water still not moving.   Referral to Dixie Plumbing.,,3,,1035 Baxter Ave - 3,Louisville,KY,40204
T8PIVFC,,,250.00,"Materials include. Drywall patch, mud, tape, caulk, etc.",02/28/2023 15:05,1,,122 Oxford Place,Louisville,KY,40207
,1.00,65.00,65.0000,Labor charge back,,1,,122 Oxford Place,Louisville,KY,40207
,1.00,65.00,65.0000,Labor,,1,,122 Oxford Place,Louisville,KY,40207
,1.00,65.00,65.0000,Labor,,1,,122 Oxford Place,Louisville,KY,40207
,1.00,55.00,55.0000,Materials,,1,,122 Oxford Place,Louisville,KY,40207
TMABWMG,,,65.00,,02/28/2023 15:47,4017,,4017 Grandview Avenue,Saint Matthews,KY,40207
,1.00,65.00,65.0000,Smell coming from drain and disposal.   Removed some build up from drain.   Instructed tenant on disposal cleaning and best practices.,,4017,,4017 Grandview Avenue,Saint Matthews,KY,40207
TGP9IEP,,,65.00,,02/28/2023 16:00,All,,100 Slate Run - All,Bardstown,KY,40004
,1.00,65.00,65.0000,"Replaced deadbolt, and passage knob. Tightened dripping water faucet in utility room",,All,,100 Slate Run - All,Bardstown,KY,40004
TG1TMMT,,,65.00,,02/28/2023 16:00,1,,414 North 38th Street,Louisville,KY,40212
,1.00,65.00,65.0000,Found basement sewer line is backed up,,1,,414 North 38th Street,Louisville,KY,40212
TMW81RM,,,90.00,,02/28/2023 16:02,2,,1711 Valley Forge Way - 2,Louisville,KY,40215
,1.00,25.00,25.0000,Materials,,2,,1711 Valley Forge Way - 2,Louisville,KY,40215
,1.00,65.00,65.0000,Replaced fill valve,,2,,1711 Valley Forge Way - 2,Louisville,KY,40215
TQFD7XKB,,,65.00,,02/28/2023 16:03,1,,4315 Southern Parkway - 1,Louisville,KY,40214
,1.00,65.00,65.0000,Turned gas valve on,,1,,4315 Southern Parkway - 1,Louisville,KY,40214
TXGXX4U,,,564.00,"Walked unit with inspector 
Failed due to broken window 
Office will schedule for repairs 
We are closing this work order out and one will be crated for the window

Repaired handrails going up the first set of steps",02/28/2023 22:44,2430-207,,2430 McKindree Ct-207,Louisville,KY,40211
,2.50,65.00,162.5000,2nd tech's labor,,2430-207,,2430 McKindree Ct-207,Louisville,KY,40211
,1.00,104.00,104.0000,Supplies,,2430-207,,2430 McKindree Ct-207,Louisville,KY,40211
,2.50,65.00,162.5000,Repaired living room ceiling  Repaired dining room light fixture  Installed new switch to light in dining room area  Caulked around counter top next to dining room area  Repaired drawer  Repaired kitchen faucet  handle and hardware  Installed new light bulbs in kitchen light  Installed new range vent filter and light bulb  Repaired stove switch for top front left burner  Repaired closet doors tenant has too much stuff in closet for doors to hang properly  Repaired plug in second bedroom  Repaired 1st bedroom door knob  Installed new smoke/ co2 combination alarm  Lubed all windows  Repaired one window lock  Repaired lock on dishwasher  Closed hole next to water heater  Installed flats wall plate in laundry room area  Installed new air filter 10x24x1  Bathroom shower faucet caulked around face plates  Cleaned tub drain Repaired vent fan in bathroom  The living room window is busted again needs a new window insert for top window,,2430-207,,2430 McKindree Ct-207,Louisville,KY,40211
,1.50,65.00,97.5000,Al labor  3/2/23,,2430-207,,2430 McKindree Ct-207,Louisville,KY,40211
,1.50,25.00,37.5000,Mason labor 3/2/23,,2430-207,,2430 McKindree Ct-207,Louisville,KY,40211
TT5KX2H,,,65.00,,02/28/2023 23:02,2325,,2325 Rodman,Louisville,KY,40208
,1.00,65.00,65.0000,Walked with inspector - passed inspection,,2325,,2325 Rodman,Louisville,KY,40208
TZ7J0VCB,,,507.00,,02/28/2023 23:36,1,,12701 Ridgemoor Drive,Prospect,KY,40059
,4.00,65.00,260.0000,"Water was coming from ice maker water inlet valve it is busted  Ice maker shutoff valve was not working properly installed new shut off valve  Repaired door going to basement  Repaired garbage can cabinet door  Cleaned fan motor and coils on refrigerator  Installed two new gfi breakers in breaker box due to water damage  The refrigerator has multiple issues  such as ice maker inlet valve,ice maker dispenser,",,1,,12701 Ridgemoor Drive,Prospect,KY,40059
,4.00,25.00,100.0000,2nd tech's labor,,1,,12701 Ridgemoor Drive,Prospect,KY,40059
,1.00,147.00,147.0000,Supplies,,1,,12701 Ridgemoor Drive,Prospect,KY,40059
TRLZLT8,,,467.00,"Installed new frame insert for front door window 
Installed locks on front and back doors 
Repaired security door 
Repaired plug in living room 
Installed new kitchen faucet 
Repaired kitchen drain

Mike 3-23-23
Changed smoke detector batteries. Installed 10year lithium ion batteries. 

Replaced toilet fill valve. 

Reset dishwasher by disconnecting power, waiting 30 seconds, and adding several cups of water into the bottom. 
Dishwasher closes, starts, runs, and drains properly after repairs.",02/28/2023 23:43,226,,4524 Winnrose Way 226,Louisville,KY,40211
,1.00,192.00,192.0000,Supplies for broken window and plumbing,,226,,4524 Winnrose Way 226,Louisville,KY,40211
,1.00,130.00,130.0000,Supplies for lock sets on front and back doors,,226,,4524 Winnrose Way 226,Louisville,KY,40211
,2.00,65.00,130.0000,"Installed new frame insert for front door window  Installed locks on front and back doors  Repaired security door  Repaired plug in living room  Installed new kitchen faucet  Repaired kitchen drain. Changed smoke detector batteries. Installed 10year lithium ion batteries.   Replaced toilet fill valve.   Reset dishwasher by disconnecting power, waiting 30 seconds, and adding several cups of water into the bottom.  Dishwasher closes, starts, runs, and drains properly after repairs.",,226,,4524 Winnrose Way 226,Louisville,KY,40211
,1.00,15.00,15.0000,Fill valve,,226,,4524 Winnrose Way 226,Louisville,KY,40211
TX6IZIX,,,238.00,,02/28/2023 23:50,6,,4902 Saddlebrook Lane - 6,Louisville,KY,40216
,1.00,58.00,58.0000,Supplies,,6,,4902 Saddlebrook Lane - 6,Louisville,KY,40216
,2.00,65.00,130.0000,Installed new thermostat  Cleaned flame sincere  Repaired door Repaired two plus found a short in the wall,,6,,4902 Saddlebrook Lane - 6,Louisville,KY,40216
,2.00,25.00,50.0000,2nd tech's labor,,6,,4902 Saddlebrook Lane - 6,Louisville,KY,40216
TAD3LPGB,,,65.00,,03/01/2023 09:01,1,,2718 Rockford Lane - 1,Louisville,KY,40216
,1.00,65.00,65.0000,Created estimate for repairs,,1,,2718 Rockford Lane - 1,Louisville,KY,40216
TIDU927,,,336.00,,03/01/2023 09:50,2,,1568 Illinois Road - 2,Radcliff,KY,40160
,2.00,65.00,130.0000,Installed new toilet and supply line  Repaired and secured flange bracket Old toilet was cracked and water ports was clogged,,2,,1568 Illinois Road - 2,Radcliff,KY,40160
,2.00,25.00,50.0000,2nd tech's labor,,2,,1568 Illinois Road - 2,Radcliff,KY,40160
,1.00,156.00,156.0000,Supplies,,2,,1568 Illinois Road - 2,Radcliff,KY,40160
T0I2WJHB,,,65.00,,03/01/2023 10:18,1,,929 Beecher Street,Louisville,KY,40215
,1.00,65.00,65.0000,There are no visible holes that need to be filled. Exterminator needs to be called.,,1,,929 Beecher Street,Louisville,KY,40215
TJJ46CX,,,75.00,,03/01/2023 10:38,2327,,2327 Rodman,Louisville,KY,40208
,1.00,65.00,65.0000,Rekeyed locks,,2327,,2327 Rodman,Louisville,KY,40208
,1.00,10.00,10.0000,Materials,,2327,,2327 Rodman,Louisville,KY,40208
TL3CI2P,,,65.00,,03/01/2023 10:42,2311,,2311 Rodman,Louisville,KY,40208
,1.00,65.00,65.0000,Labor,,2311,,2311 Rodman,Louisville,KY,40208
TFVXD7J,,,127.50,,03/01/2023 11:25,7,,1002 East Main St,New Albany,IN,47150
,1.50,65.00,97.5000,Dishwasher was not properly hooked up.  Installed new dishwasher adapter under sink.  Ran dishwasher to test.  Dishwasher emptied properly with no leaks.   Key given to tenant for mail was no good.  Installed new mailbox lock.  Keys given to tenant.,,7,,1002 East Main St,New Albany,IN,47150
,1.00,15.00,15.0000,Dishwasher adapter.,,7,,1002 East Main St,New Albany,IN,47150
,1.00,15.00,15.0000,Mailbox lock,,7,,1002 East Main St,New Albany,IN,47150
TZVXXNLB,,,70.00,,03/01/2023 15:31,24,,1002 East Main St,New Albany,IN,47150
,1.00,65.00,65.0000,Changed lightbulb in common fixture adjacent to unit 24.   Inspected apartment for smell.  No smell detected.  Assume it was something outside that has faded away.  Informed tenant to call if smell returns.,,24,,1002 East Main St,New Albany,IN,47150
,1.00,5.00,5.0000,Light bulb,,24,,1002 East Main St,New Albany,IN,47150
TGDTZNU,,,65.00,,03/01/2023 15:45,25,,111 E O'Bryan Avenue -25,Bardstown,KY,40004
,1.00,65.00,65.0000,Cleaned off mold on bathroom wall and dining room window seal. Instructed tenant to raise window when taking shower to minimize steam moisture,,25,,111 E O'Bryan Avenue -25,Bardstown,KY,40004
T6R7A5I,,,255.00,,03/01/2023 16:00,1,,216 East 13th Street- 1,New Albany,IN,47150
,1.00,65.00,65.0000,Changed battery in existing knob. Code pad still unresponsive.   I stalled new security knob.,,1,,216 East 13th Street- 1,New Albany,IN,47150
,1.00,190.00,190.0000,Security knob,,1,,216 East 13th Street- 1,New Albany,IN,47150
TAILJH9,,,285.00,,03/01/2023 19:54,1,,254 Eldorado Avenue,Louisville,KY,40218
,2.00,25.00,50.0000,2nd tech's labor,,1,,254 Eldorado Avenue,Louisville,KY,40218
,1.00,105.00,105.0000,Supplies,,1,,254 Eldorado Avenue,Louisville,KY,40218
,2.00,65.00,130.0000,Installed new door for bedroom  Had to cut door to size  Painted door,,1,,254 Eldorado Avenue,Louisville,KY,40218
TX36U1LB,,,189.00,,03/01/2023 20:00,1,,4204 St Charles Ln,Louisville,KY,40218
,1.00,54.00,54.0000,Supplies,,1,,4204 St Charles Ln,Louisville,KY,40218
,1.50,65.00,97.5000,Repaired vanity faucet and shut off valve  Had lots of debris in lines  Installed new fill valve in toilet,,1,,4204 St Charles Ln,Louisville,KY,40218
,1.50,25.00,37.5000,2nd tech's labor,,1,,4204 St Charles Ln,Louisville,KY,40218
T848IG5,,,177.00,,03/01/2023 20:14,2420-109,,2420 McKindree Ct-109,Louisville,KY,40211
,1.00,42.00,42.0000,Supplies,,2420-109,,2420 McKindree Ct-109,Louisville,KY,40211
,1.50,65.00,97.5000,Installed new sprayer on kitchen faucet  Repaired light fixture in kitchen  Repaired hallway light installed new globe,,2420-109,,2420 McKindree Ct-109,Louisville,KY,40211
,1.50,25.00,37.5000,2nd tech's labor,,2420-109,,2420 McKindree Ct-109,Louisville,KY,40211
T5B4RJ6,,,162.00,,03/01/2023 20:17,2420-209,,2430 McKindree Ct-209,Louisville,KY,40211
,1.00,27.00,27.0000,Supplies,,2420-209,,2430 McKindree Ct-209,Louisville,KY,40211
,1.50,65.00,97.5000,Cleaned aerator to kitchen faucet  Installed new mailbox lock  Repaired mailbox door pine,,2420-209,,2430 McKindree Ct-209,Louisville,KY,40211
,1.50,25.00,37.5000,2nd tech's labor,,2420-209,,2430 McKindree Ct-209,Louisville,KY,40211
T93HJCH,,,156.00,,03/01/2023 20:20,2420-110,,2430 McKindree Ct-110,Louisville,KY,40211
,1.00,21.00,21.0000,Supplies,,2420-110,,2430 McKindree Ct-110,Louisville,KY,40211
,1.50,65.00,97.5000,Repaired mailbox door  Installed new mailbox lock  Repaired door knob to unit,,2420-110,,2430 McKindree Ct-110,Louisville,KY,40211
,1.50,25.00,37.5000,2nd tech's labor,,2420-110,,2430 McKindree Ct-110,Louisville,KY,40211
TTA4TAMB,,,155.00,,03/01/2023 20:23,102,,4522 Winnrose Way 102,Louisville,KY,40211
,1.00,20.00,20.0000,Supplies,,102,,4522 Winnrose Way 102,Louisville,KY,40211
,1.50,65.00,97.5000,Repaired living room light fixture,,102,,4522 Winnrose Way 102,Louisville,KY,40211
,1.50,25.00,37.5000,2nd tech's labor,,102,,4522 Winnrose Way 102,Louisville,KY,40211
TGMPZ1GB,,,65.00,,03/02/2023 08:47,1B,,402 North Hite Avenue,Louisville,KY,40206
,1.00,65.00,65.0000,Replaced handle and tightened set screw.,,1B,,402 North Hite Avenue,Louisville,KY,40206
TMB618MB,,,307.50,,03/02/2023 09:18,868,,868 Marian Village Dr.,Shelbyville,KY,40065
,1.00,210.00,210.0000,Materials,,868,,868 Marian Village Dr.,Shelbyville,KY,40065
,1.50,65.00,97.5000,Installed new gasket,,868,,868 Marian Village Dr.,Shelbyville,KY,40065
TAEU1BZ,,,130.00,,03/02/2023 10:37,512,,512 Marian Village Dr.,Shelbyville,KY,40065
,2.00,65.00,130.0000,Repaired lock also closed crawl space,,512,,512 Marian Village Dr.,Shelbyville,KY,40065
TRVY2R0,,,107.50,"Materials include paper towels, trash bags, etc.",03/02/2023 11:26,1,,1744 Dixdale Avenue,Louisville,KY,40210
,1.50,65.00,97.5000,Snaked kitchen drain multiple times. Drain is still slow and gurgles while draining. Referral to Dixie Plumbing.,,1,,1744 Dixdale Avenue,Louisville,KY,40210
,1.00,10.00,10.0000,Materials,,1,,1744 Dixdale Avenue,Louisville,KY,40210
T63Q94CB,,,110.00,,03/02/2023 11:29,748,,748 Marian Village Dr.,Shelbyville,KY,40065
,1.00,45.00,45.0000,Materials,,748,,748 Marian Village Dr.,Shelbyville,KY,40065
,1.00,65.00,65.0000,Repaired shelf,,748,,748 Marian Village Dr.,Shelbyville,KY,40065
TECAI2B,,,228.00,"Sprayed area for mold and mildew 
We are sending out roofers for roof and soffit and gutter repairs
There are multiple areas of flashing that needs to be repaired the gutter on the backside of building on the B-side is coming loose. There’s also soffit that needs to be put back in place. The roof leak is over unit 10 and a leak is in her bedroom in front of the window, this area is close to the fire break, we were scheduled for ceiling repairs at once. All of the roof repairs are completed.",03/02/2023 12:16,10A,,402 North Hite Avenue,Louisville,KY,40206
,1.50,65.00,97.5000,7/9-Labor,,10A,,402 North Hite Avenue,Louisville,KY,40206
,1.50,25.00,37.5000,2nd tech's labor,,10A,,402 North Hite Avenue,Louisville,KY,40206
,1.00,28.00,28.0000,Supplies,,10A,,402 North Hite Avenue,Louisville,KY,40206
,1.00,65.00,65.0000,Labor,,10A,,402 North Hite Avenue,Louisville,KY,40206
TDK7LIEB,,,912.00,,03/02/2023 15:15,1,,1793 West Lee Street,Louisville,KY,40210
,1.00,55.00,55.0000,Smoke CO detector,,1,,1793 West Lee Street,Louisville,KY,40210
,1.00,15.00,15.0000,Thermocouple,,1,,1793 West Lee Street,Louisville,KY,40210
,1.00,12.00,12.0000,Valve cap,,1,,1793 West Lee Street,Louisville,KY,40210
,2.00,65.00,130.0000,3/2- Cold water washing machine valve has slow leak.  Valve would not fully shut off and since it's not in use I capped it off.   Installed new 10 year smoke and CO combo detector in hallway.   Water heater pilot light would not stay lit. Thermocouple was charred badly.  Installed new thermocouple.  Water heater pilot light stays lit after repairs. Water heater lit and functioned after lighting pilot light.   Leak in bathroom is roof leak and leaks when it rains per tenant.  Referral to roofing company.   Will return to patch ceiling after roof repair is completed.   Stove top controls showing signs of short in wiring. Recommend replacing.,,1,,1793 West Lee Street,Louisville,KY,40210
,1.00,700.00,700.0000,3/8-Installed new stove,,1,,1793 West Lee Street,Louisville,KY,40210
TJPQ7NDB,,,208.00,,03/02/2023 19:57,9,,212 East 13th Street- 9,New Albany,IN,47150
,1.00,53.00,53.0000,Supplies,,9,,212 East 13th Street- 9,New Albany,IN,47150
,2.00,65.00,130.0000,Installed new shower faucet stems,,9,,212 East 13th Street- 9,New Albany,IN,47150
,1.00,25.00,25.0000,2nd tech's labor,,9,,212 East 13th Street- 9,New Albany,IN,47150
T14506N,,,65.00,,03/03/2023 08:40,4,,4902 Saddlebrook Lane - 4,Louisville,KY,40216
,1.00,65.00,65.0000,Rear facing windows were unlocked with drapes stuffed into the top.   Removed drapes.   Windows close and lock after removing drapes.,,4,,4902 Saddlebrook Lane - 4,Louisville,KY,40216
TGGRQY6,,,70.00,,03/03/2023 09:44,4,,2515 Dixie Highway - 4,Shively,KY,40216
,1.00,65.00,65.0000,Snaked bath tub drain. Removed hair clog.  Drain flowing properly after repair.,,4,,2515 Dixie Highway - 4,Shively,KY,40216
,1.00,5.00,5.0000,Paper towels and trash bag.,,4,,2515 Dixie Highway - 4,Shively,KY,40216
TH7AVYLB,,,797.50,,03/04/2023 10:18,7B,,402 North Hite Avenue,Louisville,KY,40206
,1.50,65.00,97.5000,Turned off oven breaker and reset main.  Power restored to the rest of the apartment.   Attempted to reset oven breaker and I saw a spark from the oven and the breaker turned off.   Found a short where the oven element was making contact with the back panel of oven.,,7B,,402 North Hite Avenue,Louisville,KY,40206
,1.00,700.00,700.0000,Replaced stove,,7B,,402 North Hite Avenue,Louisville,KY,40206
T227KLP,,,97.50,,03/05/2023 17:24,1,,376 Park Avenue,Radcliff,KY,40160
,1.50,65.00,97.5000,Took down closet doors in one bedroom  Took measurements for closet doors,,1,,376 Park Avenue,Radcliff,KY,40160
TD27XNE,,,241.00,,03/05/2023 17:34,2A,,304 Keeneland Drive - 2A,Elizabethtown,KY,42701
,2.00,65.00,130.0000,Installed new sink basket  Repaired drain extend all piping  Installed new bottom in cabinet  Sprayed for mold,,2A,,304 Keeneland Drive - 2A,Elizabethtown,KY,42701
,2.00,25.00,50.0000,2nd tech's labor,,2A,,304 Keeneland Drive - 2A,Elizabethtown,KY,42701
,1.00,61.00,61.0000,Supplies,,2A,,304 Keeneland Drive - 2A,Elizabethtown,KY,42701
TH75Z0T,,,130.00,,03/05/2023 17:44,627-3,,627 S 44th Street -3,Louisville,KY,40211
,2.00,65.00,130.0000,Walked two units provided a list for each unit to Justin and the contractor,,627-3,,627 S 44th Street -3,Louisville,KY,40211
T4QI7LT,,,216.00,,03/05/2023 17:49,2,,4900 Saddlebrook Lane - 2,Louisville,KY,40216
,2.00,65.00,130.0000,Repaired float switch to sub pump,,2,,4900 Saddlebrook Lane - 2,Louisville,KY,40216
,2.00,25.00,50.0000,2nd tech's labor,,2,,4900 Saddlebrook Lane - 2,Louisville,KY,40216
,1.00,36.00,36.0000,Supplies,,2,,4900 Saddlebrook Lane - 2,Louisville,KY,40216
TTEQB6C,,,158.00,,03/05/2023 17:54,7,,4730 Southern Parkway - 7,Louisville,KY,40214
,1.00,65.00,65.0000,Installed plywood over two broken windows  Repaired lock on basement keys to locks are in lock on site Found a few shingles that had blowed off during the storm office is sending roofers,,7,,4730 Southern Parkway - 7,Louisville,KY,40214
,1.00,25.00,25.0000,2nd tech's labor,,7,,4730 Southern Parkway - 7,Louisville,KY,40214
,1.00,68.00,68.0000,Supplies,,7,,4730 Southern Parkway - 7,Louisville,KY,40214
T110UFM,,,399.50,,03/05/2023 18:06,5,,4728 Southern Parkway - 5,Louisville,KY,40214
,3.50,65.00,227.5000,Al labor,,5,,4728 Southern Parkway - 5,Louisville,KY,40214
,1.00,172.00,172.0000,Supplies,,5,,4728 Southern Parkway - 5,Louisville,KY,40214
,1.00,0.00,0.0000,3/6-Walked unit with inspector - unit passed,,5,,4728 Southern Parkway - 5,Louisville,KY,40214
TZVYKIX,,,97.50,"Walked unit for section8 repairs there was no power at this time
Test all plugs there are plugs that are loose though out the unit
Upstairs bedroom has two plugs with reverse polarity
Oven needs cleaned 

Estimated time for repairs  4.5 hours x’s Al and laborer 

Estimated price for materials $263.00",03/05/2023 18:13,1,,1232 Carrico Avenue,Louisville,KY,40215
,1.50,65.00,97.5000,Al labor,,1,,1232 Carrico Avenue,Louisville,KY,40215
TM9KNQHB,,,65.00,,03/05/2023 18:16,18,,1601 Gagel Avenue - 18,Louisville,KY,40216
,1.00,65.00,65.0000,Picked of sign out of church parking lot  Blowed down by the high winds  Sign is in boiler room,,18,,1601 Gagel Avenue - 18,Louisville,KY,40216
TI11RY4,,,139.50,,03/05/2023 18:18,1,,601 Revolutionary Road - 1,Louisville,KY,40214
,1.50,65.00,97.5000,Repaired stove installed new element  Repaired plug to stove,,1,,601 Revolutionary Road - 1,Louisville,KY,40214
,1.00,42.00,42.0000,Supplies,,1,,601 Revolutionary Road - 1,Louisville,KY,40214
TGQMF6,,,856.00,,03/05/2023 18:39,5,,601 Revolutionary Road - 5,Louisville,KY,40214
,5.50,25.00,137.5000,2nd tech's labor,,5,,601 Revolutionary Road - 5,Louisville,KY,40214
,1.00,193.00,193.0000,Supplies,,5,,601 Revolutionary Road - 5,Louisville,KY,40214
,5.50,65.00,357.5000,Installed new back element  Installed drip pans  Repaired top burner switch  Painted drawer in kitchen  Painted inside of vanity cabinet  Installed rubber stopper  Pulled toilet repaired flange  Snaked vanity drain  Snaked tub drain  Recaulked around tub  Installed gfi in bathroom  Repaired bedroom door latch  Repaired bedroom closet door hardware  Hallway closet repaired access panel  Secured cable wire  Filled small holes at top of closet  Installed l floor liner next to water heater and HVAC  Installed drain for water heater  Installed smoke/ co2 alarm in unit hallway Spot painted post on front porch area Keyed unit to E key,,5,,601 Revolutionary Road - 5,Louisville,KY,40214
,2.00,65.00,130.0000,3/4-Walked unit for section 8,,5,,601 Revolutionary Road - 5,Louisville,KY,40214
,1.00,38.00,38.0000,Supplies,,5,,601 Revolutionary Road - 5,Louisville,KY,40214
TIMBMU6,,,65.00,,03/06/2023 11:14,1,,1417 South 3rd Street - 1,Louisville,KY,40208
,1.00,65.00,65.0000,diagnostic,,1,,1417 South 3rd Street - 1,Louisville,KY,40208
TELKZQW,,,130.00,,03/06/2023 11:51,All,,100 Slate Run - All,Bardstown,KY,40004
,2.00,65.00,130.0000,"Checked for leaks, cleaned off mold at bottom of kitchen sink, cut and installed OSB board where bottom of kitchen cabinet was partially sunk in",,All,,100 Slate Run - All,Bardstown,KY,40004
TIW1HAU,,,147.50,,03/06/2023 12:08,1,,3758 Lentz Avenue,Louisville,KY,40215
,1.50,65.00,97.5000,caulked the bottom of all replaced windows in the house.,,1,,3758 Lentz Avenue,Louisville,KY,40215
,5.00,8.00,40.0000,Caulk,,1,,3758 Lentz Avenue,Louisville,KY,40215
,1.00,10.00,10.0000,Materials,,1,,3758 Lentz Avenue,Louisville,KY,40215
TXP4560,,,778.50,,03/06/2023 12:49,740,,740 Marian Village Dr.,Shelbyville,KY,40065
,4.50,25.00,112.5000,2nd tech's labor,,740,,740 Marian Village Dr.,Shelbyville,KY,40065
,1.00,276.00,276.0000,Supplies,,740,,740 Marian Village Dr.,Shelbyville,KY,40065
,1.50,65.00,97.5000,3/6-Walked unit for section 8,,740,,740 Marian Village Dr.,Shelbyville,KY,40065
,4.50,65.00,292.5000,3/8-Completed all section 8 repairs,,740,,740 Marian Village Dr.,Shelbyville,KY,40065
TMYG3U1,,,143.77,,03/06/2023 15:35,1,,171 Springhill Drive,Bardstown,KY,40004
,2.00,65.00,130.0000,Replaced fill valve. Got a spare key from tenant.,,1,,171 Springhill Drive,Bardstown,KY,40004
,1.00,13.77,13.7700,Fill valve,,1,,171 Springhill Drive,Bardstown,KY,40004
THDH918,,,367.00,,03/06/2023 16:14,1,,1621 Haskin Avenue,Louisville,KY,40215
,3.00,65.00,195.0000,Replaced flush handle. Shower handles upstairs were all worn. Handle screws were corroded and had to be drilled out. Replaced all three stems and handles.   Water was leaking from behind tub spout.  Removed spout and applied thread sealant to copper threads. Replaced flush handle.,,1,,1621 Haskin Avenue,Louisville,KY,40215
,1.00,130.00,130.0000,Central brass tub rebuild kit,,1,,1621 Haskin Avenue,Louisville,KY,40215
,1.00,12.00,12.0000,Flush handle,,1,,1621 Haskin Avenue,Louisville,KY,40215
,1.00,30.00,30.0000,Deadbolt,,1,,1621 Haskin Avenue,Louisville,KY,40215
TLKRAAQ,,,65.00,,03/06/2023 20:16,1,,2600 Briargate,Louisville,KY,40216
,1.00,65.00,65.0000,Tenants said that some one else had fixed the water heater  He verified that they have hot water,,1,,2600 Briargate,Louisville,KY,40216
TJ9V534,,,135.00,,03/06/2023 20:25,1,,414 North 38th Street,Louisville,KY,40212
,1.50,65.00,97.5000,Extracted what water was left in the bottom of hvac  And water heater pan  Checked hvac it has power but no power coming out of the board  I checked fuses and thermostat  We are sending Allstate for hvac repair   Water heater is working properly there was hot water in all fixtures,,1,,414 North 38th Street,Louisville,KY,40212
,1.50,25.00,37.5000,2nd tech's labor,,1,,414 North 38th Street,Louisville,KY,40212
TV4N4UK,,,226.00,,03/06/2023 20:48,2,,2607 West Main Street - 2,Louisville,KY,40212
,2.00,65.00,130.0000,Repaired sub pump float switch  Installed new foot valve  Cleaned burner assembly on water heater it had been under water  Water heater is working,,2,,2607 West Main Street - 2,Louisville,KY,40212
,2.00,25.00,50.0000,2nd tech's labor,,2,,2607 West Main Street - 2,Louisville,KY,40212
,1.00,46.00,46.0000,Supplies,,2,,2607 West Main Street - 2,Louisville,KY,40212
TTV8F3B,,,277.00,,03/06/2023 20:52,7,,621 Westport Road,Elizabethtown,KY,42701
,1.00,97.00,97.0000,Supplies,,7,,621 Westport Road,Elizabethtown,KY,42701
,2.00,25.00,50.0000,2nd tech's labor,,7,,621 Westport Road,Elizabethtown,KY,42701
